№ УИК,Адрес голосования,Координаты
1394.0,"196240, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Новоизмайловское, Костюшко улица, дом 62, ",59.846363 30.3093281
1395.0,"196128, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, Варшавская улица, дом 40, ",59.870745 30.314341
1396.0,"196128, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, Варшавская улица, дом 40, ",59.870745 30.314341
1397.0,"196070, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, Московский проспект, дом 169, ",59.863287 30.318779
1398.0,"196070, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, Победы улица, дом 10, ",59.860402 30.31644399999999
1399.0,"196066, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, Ленинский проспект, дом 161, корпус 3, ",59.85117 30.3179539
1400.0,"196066, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, Московский проспект, дом 203 А, ",59.84735 30.318189
1401.0,"196066, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, Московский проспект, дом 203 А, ",59.84735 30.318189
1402.0,"196066, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, Московский проспект, дом 203 А, ",59.84735 30.318189
1403.0,"196240, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, 5-й Предпортовый проезд, дом 8, корпус 2, ",59.8360587 30.3135664
1404.0,"196240, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, 5-й Предпортовый проезд, дом 8, корпус 2, ",59.8360587 30.3135664
1405.0,"196240, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, 5-й Предпортовый проезд, дом 6, корпус 1, ",59.83814599999999 30.313025
1406.0,"196240, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, 5-й Предпортовый проезд, дом 6, корпус 1, ",59.83814599999999 30.313025
1407.0,"196240, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, 5-й Предпортовый проезд, дом 6, корпус 1, ",59.83814599999999 30.313025
1408.0,"196210, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, Взлетная улица, дом 5, корпус 1, ",59.812136 30.292529
1409.0,"196210, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, Взлетная улица, дом 5, корпус 1, ",59.812136 30.292529
1410.0,"196210, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, Взлетная улица, дом 5, корпус 1, ",59.812136 30.292529
1411.0,"196140, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, Пулковское шоссе, дом 88, ",59.769057 30.3359721
1412.0,"196140, Город Санкт-Петербург, Московский район, муниципальное образование муниципальный округ Пулковский меридиан, Пулковское шоссе, дом 91, корпус 2, литера А, ",59.75300499999999 30.3151539
1413.0,,""
1414.0,,""
1867.0,"197348, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Аэродромная улица, дом 11, корпус 2, ",59.99824599999999 30.29042489999999
1868.0,"197348, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Аэродромная улица, дом 11, корпус 2, ",59.99824599999999 30.29042489999999
1869.0,"197348, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Аэродромная улица, дом 11, корпус 2, ",59.99824599999999 30.29042489999999
1870.0,"197348, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Аэродромная улица, дом 11, корпус 2, ",59.99824599999999 30.29042489999999
1871.0,"197348, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Аэродромная улица, дом 11, корпус 2, ",59.99824599999999 30.29042489999999
1872.0,"197348, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Богатырский проспект, дом 7, корпус 4, ",60.00203999999999 30.287064
1873.0,"197348, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Богатырский проспект, дом 7, корпус 4, ",60.00203999999999 30.287064
1874.0,"197348, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Серебристый бульвар, дом 9, корпус 2, ",60.001749 30.283746
1875.0,"197348, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Серебристый бульвар, дом 9, корпус 2, ",60.001749 30.283746
1876.0,"197227, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Серебристый бульвар, дом 16, корпус 3, ",60.002562 30.279289
1877.0,"197227, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Серебристый бульвар, дом 16, корпус 3, ",60.002562 30.279289
1878.0,"197227, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Серебристый бульвар, дом 16, корпус 3, ",60.002562 30.279289
1879.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Поликарпова аллея, дом 7, ",60.008453 30.2864009
1880.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Поликарпова аллея, дом 7, ",60.008453 30.2864009
1881.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Поликарпова аллея, дом 7, ",60.008453 30.2864009
1882.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Поликарпова аллея, дом 7, ",60.008453 30.2864009
1883.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, проспект Королева, дом 8, ",60.0098267 30.28648189999999
1884.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, проспект Королева, дом 8, ",60.0098267 30.28648189999999
1885.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, проспект Королева, дом 8, ",60.0098267 30.28648189999999
1886.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, проспект Королева, дом 8, ",60.0098267 30.28648189999999
1887.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, проспект Королева, дом 11, ",60.011062 30.28782
1888.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, проспект Королева, дом 11, ",60.011062 30.28782
1889.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, проспект Королева, дом 11, ",60.011062 30.28782
1890.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, проспект Королева, дом 11, ",60.011062 30.28782
1891.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Байконурская улица, дом 25, ",60.01404700000001 30.28067799999999
1892.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Комендантский аэродром, Байконурская улица, дом 25, ",60.01404700000001 30.28067799999999
1893.0,"197371, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Королева, дом 47, корпус 2, ",60.023385 30.254363
1894.0,"197371, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Королева, дом 47, корпус 2, ",60.023385 30.254363
1895.0,"197371, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Королева, дом 47, корпус 2, ",60.023385 30.254363
1896.0,"197349, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, улица Маршала Новикова, дом 15, корпус 1, ",60.01572299999999 30.271596
1897.0,"197349, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, улица Маршала Новикова, дом 15, корпус 1, ",60.01572299999999 30.271596
1898.0,"197371, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Комендантский проспект, дом 29, корпус 2, ",60.020065 30.2499301
1899.0,"197371, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Комендантский проспект, дом 29, корпус 2, ",60.020065 30.2499301
1900.0,"197371, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Комендантский проспект, дом 29, корпус 2, ",60.020065 30.2499301
1901.0,"197371, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Комендантский проспект, дом 29, корпус 2, ",60.020065 30.2499301
1902.0,"197371, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Комендантский проспект, дом 37, корпус 3, ",60.024819 30.2437721
1903.0,"197371, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Комендантский проспект, дом 37, корпус 3, ",60.024819 30.2437721
1904.0,"197371, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Комендантский проспект, дом 37, корпус 3, ",60.024819 30.2437721
1905.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Авиаконструкторов, дом 21, корпус 2, ",60.01823 30.2410521
1906.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Авиаконструкторов, дом 21, корпус 2, ",60.01823 30.2410521
1907.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Авиаконструкторов, дом 21, корпус 2, ",60.01823 30.2410521
1908.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Авиаконструкторов, дом 29, корпус 3, ",60.020533 30.24049489999999
1909.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Авиаконструкторов, дом 29, корпус 3, ",60.020533 30.24049489999999
1910.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Авиаконструкторов, дом 14, ",60.0175495 30.2376503
1911.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Авиаконструкторов, дом 14, ",60.0175495 30.2376503
1912.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Авиаконструкторов, дом 14, ",60.0175495 30.2376503
1913.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Авиаконструкторов, дом 35, корпус 2, ",60.021891 30.2368
1914.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Авиаконструкторов, дом 35, корпус 2, ",60.021891 30.2368
1915.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Авиаконструкторов, дом 22, корпус 1, ",60.020763 30.232539
1916.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Авиаконструкторов, дом 22, корпус 1, ",60.020763 30.232539
1917.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, проспект Авиаконструкторов, дом 22, корпус 1, ",60.020763 30.232539
1918.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Планерная улица, дом 73, корпус 1, ",60.02586499999999 30.2148689
1919.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Планерная улица, дом 69, корпус 2, литера А, ",60.02515099999999 30.21863699999999
1920.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Планерная улица, дом 69, корпус 2, литера А, ",60.02515099999999 30.21863699999999
1921.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Планерная улица, дом 69, корпус 2, литера А, ",60.02515099999999 30.21863699999999
1922.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Планерная улица, дом 73, корпус 1, ",60.02586499999999 30.2148689
1923.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Нижне-Каменская улица, дом 2, ",60.028693 30.229734
1924.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Нижне-Каменская улица, дом 2, ",60.028693 30.229734
1927.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Коломяги, 3-я линия 1-й половины, дом 10а, ",60.01663199999999 30.296117
1928.0,"194356, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Коломяги, Чистяковская улица, дом 2, ",60.03960499999999 30.2984049
1929.0,"194017, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Коломяги, поселок Большая Каменка, дом 10, ",60.0258634 30.2105605
1930.0,"197375, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Коломяги, улица Щербакова, дом 18, ",60.026764 30.288754
1931.0,"197375, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Коломяги, улица Щербакова, дом 18, ",60.026764 30.288754
1932.0,"197375, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Коломяги, улица Щербакова, дом 18, ",60.026764 30.288754
1933.0,"197375, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Коломяги, улица Щербакова, дом 18, ",60.026764 30.288754
1934.0,"197375, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Коломяги, улица Щербакова, дом 16, ",60.02684600000001 30.290386
1935.0,"197375, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Коломяги, улица Щербакова, дом 16, ",60.02684600000001 30.290386
1936.0,"197375, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Коломяги, улица Щербакова, дом 16, ",60.02684600000001 30.290386
1937.0,"197375, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Коломяги, Новоколомяжский проспект, дом 4/4, ",60.02634930000001 30.2979143
1938.0,"197375, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Коломяги, Новоколомяжский проспект, дом 4/4, ",60.02634930000001 30.2979143
1939.0,"197375, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Коломяги, Новоколомяжский проспект, дом 4/4, ",60.02634930000001 30.2979143
1940.0,"197375, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Коломяги, Новоколомяжский проспект, дом 4/4, ",60.02634930000001 30.2979143
1941.0,"197341, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Коломяги, Поклоногорская улица, дом 52, СПб ГСУ СО ""Дом интернат для престарелых и инвалидов №1""",60.020515 30.3022771
1942.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Нижне-Каменская улица, дом 1, ",60.02994 30.230403
1943.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Нижне-Каменская улица, дом 1, ",60.02994 30.230403
1944.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Нижне-Каменская улица, дом 2, ",60.028693 30.229734
1945.0,"197373, Город Санкт-Петербург, Приморский район, муниципальное образование муниципальный округ Юнтолово, Нижне-Каменская улица, дом 1, ",60.02994 30.230403
1946.0,,""
1947.0,,""
2104.0,"192239, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Альпийский переулок, дом 19, корпус 2, ",59.85078499999999 30.379915
2105.0,"192286, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, проспект Славы, дом 35, корпус 2, ",59.855453 30.389396
2106.0,"192286, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, проспект Славы, дом 35, корпус 2, ",59.855453 30.389396
2107.0,"192239, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Альпийский переулок, дом 19, корпус 2, ",59.85078499999999 30.379915
2108.0,"192286, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Будапештская улица, дом 64, корпус 2, ",59.852279 30.389087
2109.0,"192286, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Будапештская улица, дом 64, корпус 2, ",59.852279 30.389087
2110.0,"192286, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Будапештская улица, дом 64, корпус 2, ",59.852279 30.389087
2111.0,"192286, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Будапештская улица, дом 64, корпус 2, ",59.852279 30.389087
2112.0,"192239, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Альпийский переулок, дом 5, корпус 2, ",59.85020300000001 30.3717279
2113.0,"192239, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Альпийский переулок, дом 19, корпус 2, ",59.85078499999999 30.379915
2114.0,"192239, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Альпийский переулок, дом 5, корпус 2, ",59.85020300000001 30.3717279
2115.0,"192239, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, улица Димитрова, дом 10, корпус 3, ",59.849208 30.377731
2116.0,"192239, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, улица Димитрова, дом 10, корпус 3, ",59.849208 30.377731
2117.0,"192239, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, улица Димитрова, дом 10, корпус 3, ",59.849208 30.377731
2118.0,"192284, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, улица Димитрова, дом 9, корпус 3, ",59.84496799999999 30.385201
2119.0,"192284, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Купчинская улица, дом 11, корпус 4, ",59.84130399999999 30.37906599999999
2120.0,"192284, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Купчинская улица, дом 11, корпус 4, ",59.84130399999999 30.37906599999999
2121.0,"192284, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, улица Димитрова, дом 9, корпус 3, ",59.84496799999999 30.385201
2122.0,"192284, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, улица Димитрова, дом 9, корпус 3, ",59.84496799999999 30.385201
2123.0,"192284, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, улица Димитрова, дом 15, корпус 3, ",59.846964 30.393131
2124.0,"192284, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, улица Димитрова, дом 15, корпус 3, ",59.846964 30.393131
2125.0,"192284, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, улица Димитрова, дом 15, корпус 3, ",59.846964 30.393131
2126.0,"192281, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Купчинская улица, дом 15, корпус 3, ",59.838017 30.38148
2127.0,"192281, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Будапештская улица, дом 79, корпус 2, ",59.840123 30.3907089
2128.0,"192281, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Будапештская улица, дом 79, корпус 2, ",59.840123 30.3907089
2129.0,"192284, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Дунайский проспект, дом 48, корпус 2, ",59.84116 30.399055
2130.0,"192284, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Дунайский проспект, дом 48, корпус 2, ",59.84116 30.399055
2131.0,"192281, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Купчинская улица, дом 15, корпус 3, ",59.838017 30.38148
2132.0,"192281, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Купчинская улица, дом 15, корпус 3, ",59.838017 30.38148
2133.0,"192284, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Георгиевский, Дунайский проспект, дом 48, корпус 2, ",59.84116 30.399055
2134.0,"192288, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, Малая Бухарестская улица, дом 5, корпус 1, ",59.849075 30.411679
2135.0,"192288, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, Малая Бухарестская улица, дом 5, корпус 1, ",59.849075 30.411679
2136.0,"192288, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, Малая Бухарестская улица, дом 5, корпус 1, ",59.849075 30.411679
2137.0,"192288, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, Малая Бухарестская улица, дом 5, корпус 1, ",59.849075 30.411679
2138.0,"192288, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, Малая Бухарестская улица, дом 7, корпус 1, ",59.848174 30.4128301
2139.0,"192288, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, Малая Бухарестская улица, дом 7, корпус 1, ",59.848174 30.4128301
2140.0,"192288, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, улица Ярослава Гашека, дом 28, литера А, ",59.840964 30.4192474
2141.0,"192288, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, улица Ярослава Гашека, дом 28, литера А, ",59.840964 30.4192474
2142.0,"192288, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, улица Ярослава Гашека, дом 28, литера А, ",59.840964 30.4192474
2143.0,"192289, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, улица Олеко Дундича, дом 38, корпус 3, ",59.83684399999999 30.4230479
2144.0,"192289, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, улица Олеко Дундича, дом 38, корпус 3, ",59.83684399999999 30.4230479
2145.0,"192289, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, улица Олеко Дундича, дом 38, корпус 3, ",59.83684399999999 30.4230479
2146.0,"192289, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, улица Олеко Дундича, дом 37, корпус 2, ",59.83258300000001 30.4269569
2147.0,"192289, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, улица Олеко Дундича, дом 37, корпус 2, ",59.83258300000001 30.4269569
2148.0,"192289, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, Малая Балканская улица, дом 60, корпус 3, ",59.831237 30.4278189
2149.0,"192289, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ №75, Малая Балканская улица, дом 60, корпус 3, ",59.831237 30.4278189
2150.0,"192281, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Балканский, Дунайский проспект, дом 43, корпус 2, ",59.83838100000001 30.40183499999999
2151.0,"192281, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Балканский, Дунайский проспект, дом 43, корпус 2, ",59.83838100000001 30.40183499999999
2152.0,"192281, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Балканский, улица Ярослава Гашека, дом 10, корпус 2, ",59.83564999999999 30.39663
2153.0,"192281, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Балканский, улица Ярослава Гашека, дом 10, корпус 2, ",59.83564999999999 30.39663
2154.0,"192281, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Балканский, улица Ярослава Гашека, дом 10, корпус 2, ",59.83564999999999 30.39663
2155.0,"192281, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Балканский, улица Ярослава Гашека, дом 4, корпус 4, ",59.83334900000001 30.3856769
2156.0,"192283, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Балканский, улица Олеко Дундича, дом 26, корпус 2, ",59.83220979999999 30.4082339
2157.0,"192283, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Балканский, улица Олеко Дундича, дом 26, корпус 2, ",59.83220979999999 30.4082339
2158.0,"192283, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Балканский, улица Олеко Дундича, дом 26, корпус 2, ",59.83220979999999 30.4082339
2159.0,"192283, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Балканский, Будапештская улица, дом 93, ",59.83138399999999 30.402511
2160.0,"192283, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Балканский, Будапештская улица, дом 93, ",59.83138399999999 30.402511
2161.0,"192283, Город Санкт-Петербург, Фрунзенский район, муниципальное образование муниципальный округ Балканский, Будапештская улица, дом 93, ",59.83138399999999 30.402511
